med_id,nbr_senses,def_1,def_2,def_3,def_4,def_5,def_6,def_7,def_8,def_9,def_10,def_11,def_12,def_13,def_14,def_15,def_16,def_17,def_18,def_19,def_20,def_21,def_22,def_23,def_24,def_25,def_26,def_27,def_28,def_29,def_30,def_31,def_32,def_33,def_34,def_35,def_36,def_37,def_38,def_39,def_40,def_41,def_42,def_43,def_44,def_45,def_46,def_47,def_48,def_49,def_50,def_51,def_52,def_53,def_54,def_55,def_56,def_57,def_58,def_59,def_60,def_61,def_62,def_63,def_64,def_65,def_66,def_67,def_68,def_69,def_70,def_71,def_72,def_73,def_74,def_75,def_76,def_77,def_78,def_79,def_80,def_81,def_82,def_83,def_84,def_85
20663,2,"Of motion in space: from this place, hence, away",From this present time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20666,2,The state or condition of being pagan,"Territory inhabited or ruled by pagans, a heathen country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20673,3,"A feeling or attitude of contempt, scorn","Contemptuous treatment, mockery, abuse",An object of scorn or mockery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20681,3,Color,"Color of the face, complexion","Form, shape, physical appearance, outward appearance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20682,1,A servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20684,4,"To chop (sth.), cut, hew",To shape (wood) by hewing,To cut or strike with a weapon in combat,?In place names [see Smith PNElem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20686,1,"To make a loud noise by shouting, barking, or the like",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20687,1,"One who cuts, hews, or carves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20700,10,"The abode of God, heaven, paradise",A place of bliss or glory,An abode of pagan gods,The natural and spiritual heavens,"The expanse of the heavens, vault of the sky","Any of a number of regions or concentric spheres comprising the heavens, sometimes including the heavenly paradise and earth",The upper part of the sky,The lower part of the sky,A quintessence produced by man,In combs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20701,8,"To raise (an object, a body, the hands, etc.) upright or to a higher position",To raise (one's eyes),"To lift (a child from the baptismal font), stand sponsor to (a child) at the font","To exalt (sb., oneself, one's heart, thought, etc.) spiritually",To elevate or advance (sb,"To raise (a shout, one's voice)",To lift and convey (sth.),"To make an effort to raise or lift something, heave",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20703,1,To avenge (sth.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20711,1,The kingdom of heaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20713,12,"Great in physical weight, heavy in proportion to bulk, weighty, heavy",Abundant,"Of odor: offensive, rank","Of words, matters, etc.: weighty of import, of great or grave importance","Of circumstances, periods of time, weather, etc.: hard to bear or endure, burdensome, grievous, distressing","Of sin, crime, temptation, conflict, etc.: grievous, grave, serious","Of an action or the object of an action: hard to accomplish, difficult",Slow in moving,"Of a person, the heart, thought, etc.: burdened with sorrow or woe","Of a person, the heart: disturbed, annoyed, troubled, vexed","Troublesome, bothersome, irksome",In surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20714,2,"With weight, heavily",With indignation or displeasure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20715,5,To make (sth.) heavy in weight or specific gravity,To grow heavy,"To burden or oppress (man, the soul, the heart, etc.)","To grieve (sb.), sadden","To vex or trouble (sb., oneself)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20716,1,"Heaviness, weight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20719,8,"Physical heaviness, weight","Of smell: oppressiveness, rankness",Onerousness or grievousness of situation or circumstance,"Burdensomeness or oppressiveness of the flesh, sin, disease, etc.",Sluggishness of movement or process,"Sorrow, grief, woe, dejection","Displeasure, annoyance, vexation","?Perplexity, anxiety, uneasiness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20732,4,The human skin,The skin of an animal,The outer covering of a bud on a plant,"In cpds.: ~ biere, ?a dealer in hides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20733,2,"A land measure, varying in size [orig","In cpds.: ~ man, a kind of manorial tenant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20739,5,To conceal (sb,To cover up (sb,"To keep (a fact, a condition, an action) secret","To cover up (bitterness), palliate","To disappear, conceal oneself, hide, be hidden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20742,2,"To or toward this place, in this direction, hither","Up to the present time, until now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20744,1,Coming to this place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20747,1,"To the present time, until now, as yet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20750,2,"To or toward this place, in this direction, to this country","Up to the present time, until now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20765,1,"Mind, thought",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20766,1,"Haste, hurry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20767,1,A cry used by hunters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20768,3,"To go quickly, travel rapidly, hurry (to or from a place or person)","To act quickly, be in a hurry, be diligent","To urge (sb.), make (sb.) hasten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20772,1,"Hope, expectation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20773,1,To hope for (sth.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20774,2,To beautify (sb,To adorn (sb.) spiritually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20777,1,Haste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20787,1,"A mound, bank, small hill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20793,2,"To cover (sth.), spread over, bury","To conceal (sth.), hide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20797,4,"A natural elevation, hill, mountain",A man-made hill or mound,An exalted place or condition,In cpds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20800,1,"The handle of a sword, hilt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803,10,"As object of a verb or preposition, subject or object of infinitive, etc.: (a) with reference to persons: the male person referred to, him",As pron,Reflexive: (a) with reference to persons: himself,In impersonal constructions: (a) as object of an impersonal verb or a verb used impersonally,As dative of interest,"In absolute constructions: ~ beinge, while he is",Used for the genitive: his,Used in apposition with a noun: (a) as part of subject,"Of an unnamed male: this man, that man","In phrases: (a) ~ on, ~ al-on, al ~ on, by himself, alone, all by himself",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20808,3,Emphatic sg,Emphatic sg,Alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20811,1,"Hind, rear, back",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20812,1,"Behind, in the rear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20837,1,With verbs of motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20838,4,"A household, servants collectively","A servant, member of a household [see also in ~, ouen ~]","A man, person, fellow",As surname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20847,1,"A pile of hay, gravel, stone, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20859,3,"Payment for service rendered, wages","Money paid for the use of something, rent",?One hired to take care of a household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20860,6,With reference to persons: (a) denoting possession in a broad sense: her,"With reference to female animals, or to creatures having feminine gender because of their gender in OE, OF, or L: her, its -- also used generically with reference to the tercil (which is male) [quot","With reference to things, abstractions, the soul, etc.: (a) with an antecedent having feminine gender in OE or OF: its, her","Used absolutely, denoting possession: hers, its","As subjective genitive: of her, of it, her, its",?Equivalent to the genitive ending of a preceding noun [prob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20862,4,A household,The household of a king,An army,"In cpds.: ~ child, ~ knave, a young servant, ?a page",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20869,2,Emphatic sg,Emphatic sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20872,3,"A corner of a room, building, field, etc.",A remote or out-of-the-way place,In surnames and place names [see Smith PNElem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20874,1,Millet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20876,1,"A wood, grove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20878,6,"Referring to a male human antecedent: his, of him: (a) modifying a noun which denotes something owned or something in one's charge or keeping","Referring to a male human antecedent: his, of him: (a) modifying a noun denoting someone ruled or governed","Referring to a male human antecedent: his, of him: (a) modifying a noun denoting something made, produced, or originated",Referring to a male human antecedent,"Referring to a male animal or to an animal conventionally regarded as male: his, of him",As a substitute for the singular genitive ending -es: (a) with male referent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20879,3,"This man's money, his own property, his possessions, his kingdom, his home, etc.","Possessive after of: (a) of ~, belonging to him","In other uses: (a) as object of a verb or preposition: him, himself",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20902,9,As subject of a verb: it,As object of a verb or preposition: it,As a possessive: its,"As a grammatical subject emphasizing a real subject, which usually follows hit and which may be: (a) a noun or pronoun designating a thing, an animal, an abstraction, etc.",As a grammatical subject emphasizing an adverb or an adv,"As a grammatical object emphasizing a real object, which may be: (a) a direct quotation","In pleonastic uses [not always clearly distinguished from usages 4 and 5]: (a) accompanying a subject, which may precede or follow hit",As an indefinite subject in impersonal constructions: (a) having to do with weather,As an indefinite object [often difficult to distinguish from 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20903,1,"A landing place on a river, a port or haven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906,4,To strike (sb,To strike (sb,To meet,"To make one's way, go",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20907,1,A fine paid for quarreling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909,1,A beehive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20910,1,To put (bees) into hives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20918,1,"To stop, cease",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20920,1,To rock or bob in a boat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20932,4,A hood for men or women attached to an outer garment or worn as a separate head-covering with or without attached shoulder cape,The hood of a priest or member of a religious order,"A mail covering for the head and neck, coif of mail",In surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20933,2,"Quality, rank, condition, status",One of the Persons of the Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20947,1,"Moderation, discretion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20948,1,Immoderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20949,1,A hill or mound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20957,1,A herdsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20958,1,"A large cask or barrel, hogshead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20972,4,"To bend like a hook, be curved",To furnish (sth.) with a hook or hooks,"To hook (a fish), catch with a hook",hoced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20973,1,A feeling of contempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20976,1,Scornfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20981,1,"A wile, trick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20990,7,"Grasp, grip","Possession, keeping, control, rule",A kingdom,"Imprisonment, confinement",Restraint,Support,In surnames and place names [see Smith PNElem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20992,2,"Loyal to a king or master, faithful to Christ","Gracious, kind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20993,1,Graciously,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20995,35,To take hold of (sb,To bear (sth.) in the hand or hands,To keep (sb,"To enclose (sth.), hold (sth.) inside, contain","To stick, be adhesive","To get (sth.), acquire, obtain","To own (goods, livestock, a coat of arms, etc.)","Translating OF tenir a: ~ in (of), to be due to or because of (sb.)","To have (a husband, wife)",To have (an office or position),"To possess (a virtue, a vice, an attribute, etc.)","To retain possession of (sth.), keep (sth","To detain (sb.), prevent (sth.) from passing",To keep (sb,To keep (sb,"To restrain (sb., oneself)",To constrain (sb,"To rule (a kingdom, land, city, stronghold, people), govern","To manage or maintain (a household, an inn, a tavern)",To guard (sb,"To support (sb., a group), uphold, aid, abet","To keep (a religious festival or holiday), observe","To obey (a law, decree, command, etc.)","To engage in (an activity), perform (an action, a function), do (sth.)","To proceed (to a place), go","To continue, last",To remain (in a place),To remain (in a position or a state),"To wager (a sum of money), bet",Of an event: to take place,To believe (that sth,"To regard (sb., sth., an action, or event) as (sth.)","To regard, consider","Phrases: (a) ~ compaignie, to maintain friendly association",In surname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21002,3,A husk or shell,A hut,"The hull of a ship, the hold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21003,7,"A perforation, bore, hole",An external bodily orifice,"A cavern, cave, cleft in the rock","The lair of an animal, den, burrow, nest",~ of the ere:(a) ?the tympanic cavity of the middle ear,A hollow between the ridges in plowed land,"In cpd.: ~ creper, a thief",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21005,2,"Of clothing, garments: full of holes",In surnames and place names [see Smith PNElem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21007,1,"In a body, together",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21010,2,"To cure (sb., a bodily part)","holed, composed (of parts), assembled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21018,1,A hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21022,11,"Divine, sacred, to be revered or worshiped: (a) of God, Christ, the Trinity","Of parts or attributes of God or Christ: belonging to the Deity, divine","Emanating from God, relating to God or members of the Trinity, divine","Of religion, belief, the Church, laws, doctrines, sacraments, etc.: instituted by God, of divine origin","Of places or buildings: dedicated to God's service, consecrated, hallowed","Of religious festivals, seasons, days: dedicated to Christian worship, hallowed, holy: ~ dai [see hali-dai]","Of angels, martyrs, prophets, saints in heaven, etc.: blessed, beatified","Of a relic, a pardon: blessed","In combs.: (a) ~ bon, the sacrum","In plant names: ~ malwe, ?vervain mallow (Malva alcea)",In surnames and place names [see Smith PNElem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21023,1,Tardily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21032,1,The European holly (Ilex aquifolium),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21034,1,Condition of having pores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21050,5,"Safely, securely",In a body,"Completely, entirely, fully: (a) with verbs",Solely,"Wholeheartedly, sincerely, earnestly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21067,1,"A wood, grove, copse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21069,5,"Having a cavity inside, hollow","Indented, grooved, notched, cloven",Lean,"?Interior, inner",As adv.: in a hollow voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21070,1,"To hollow (sth.) out, dig out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074,6,"Homeward, toward home","With verbs of motion: (a) comen ~, to return to one's home or native land","With verbs of bringing or sending: (a) beren (carien, fecchen, fetten) ~, to bring or carry (sb","With verbs of calling, inviting, welcoming: beden (lathen) ~, to invite (sb",With verb implied: (a) went home,"In cpd.: ~ passage, homeward journey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21075,4,The ceremony or act of acknowledging one's faithfulness to his feudal lord,"In phrases: (a) beren (don, maken, yelden, yeven) ~, to acknowledge one's allegiance (to sb.), pay homage",The act of honoring or paying respect to a person,The body of vassals of a feudal king,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21097,1,Of costs: for the homeward journey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21098,2,Towards one's house or place of abode,To return to one's house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21102,12,The human hand,"In phrases using the literal sense: (a) in (on, upon) ~, in the hand, in (one's) hand",With reference to the use of the hand or hands in making a pledge,"In adverb phrases of place and time: (a) of place: at (bi, in, on, til, to, upon) ~, boun (neigh, ner, redi) at ~, close by, handy, available, ready","Power, control, direction","A person, individual, agent","Military strength, armed might","Labor, manual work","A deed, action",A position or direction to one side or the other,In cpds,In surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21103,1,"A handle of a container, implement, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21104,1,To seize (sb.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21107,1,"Of a thief: having stolen goods in hand, red-handed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21112,4,"The act of touching with the hands, feeling, handling, examining",Possession,Processes carried out by a craftsman exercising his craft,Hilt of a sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21115,1,"A product of manual work, a product of a craft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21117,1,"A whetstone for sharpening razors, daggers, and the like",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
